id,name,slug,status
00b953f2-8089-4034-93ec-af2697ea6c78,"Runaway Fire",runaway-fire,
ed154c4d-c4ee-415a-b83a-918556e427b4,"Ryan Shupe and the RubberBand",ryan-shupe-and-the-rubberband,
e94e115a-30a1-4b84-8ca4-8dfbcfb3a3c7,"S.L.F.M",slfm,
86898770-ed83-4555-939f-c25d1aeaa59c,"S.L.F.M",s-l-f-m,
4280e65c-d1c1-4e7c-b337-8040d4dfbc8b,"Saemore",saemore,
44c3a5e6-31d1-49c6-9343-d9044f5b1ec6,"Sage Lane",sage-lane,
f96f046e-9028-4c46-9cac-0f523389f977,"Salduro",salduro,
9f14b4e7-7735-4925-a5b3-48d8bfd4e61a,"Salt City Bandits",salt-city-bandits,
bab2f59e-ff7a-4d6d-8a2a-cad3d9cfe8b2,"Salt Lake Alternative Jazz Orchestra (SLAJO)",slajo,
16008561-7f09-44ea-a3d6-115082e40c26,"Salt Lake Alternative Jazz Orchestra (SLAJO)",salt-lake-alternative-jazz-orchestra,
babcb82f-8835-4141-8ef0-59778dfab8f8,"Salt Lake Electric Ensemble",salt-lake-electric-ensemble,active
a03b05df-4f6e-41ce-9d45-ddca8c25ccf6,"Salt Lake Spitfires",salt-lake-spitfires,
b3751ddd-9673-477b-a646-791baad7b866,"Salt town Greasers",salt-town-greasers,
632e0607-9c52-4a60-965c-1c04a126427f,"Sammy Brue",sammy-brue,
355b1ef6-4551-42df-aa09-4e37351ab59e,"Sandkicker",sandkicker,active
151546ba-844a-4181-9c4c-738596356aa4,"Saving Sydney",saving-sydney,
3627e8ba-d6d4-4387-b5f2-2d7f90d5ea47,"Say It Back",say-it-back,
811539a6-627d-40a6-b0a9-615978a0b915,"Scarlet City",scarlet-city,
508ea5ba-4253-4409-8ebd-5e681b546b64,"Scarlet Rain",scarlet-rain,
5e6e8742-e2d0-48d1-9a7e-c6bf6f06de66,"Sculpture Club",sculpture-club,active
45b14a64-9a03-4fad-beb2-c15288c5dbc4,"Sea Elephant",sea-elephant,
c8eb4471-6379-4b33-b09b-d6e3118b4910,"Sea Monster",sea-monster,active
62724482-f84e-4c0b-adb4-d746901d7648,"Second Guess",second-guess,
8d9da268-5447-419e-a5a2-87d1b5cf5039,"Second Rate Superhero",second-rate-superhero,
e399d943-639c-4c10-8ab5-93a07c8118f6,"Seventh Seal",seventh-seal,
fdeb810d-d78e-4d0d-9456-e09fdcf66eb1,"Shadow of Preachers",shadow-of-preachers,
3ea650ce-441d-4091-ba71-ff50614d85c0,"Shaky Slaps",shaky-slaps,
ede9cec1-fb4c-4d75-bd06-ff26aef03ae0,"Shecock",shecock,
a87ad3b5-7b8e-4d54-ac2d-fac0b564cc98,"Shelter",shelter,active
d68ce5bb-b31f-4f26-aa00-7f741757bdf8,"Sherlock",sherlock,
e66ebeeb-5720-4bbf-b3a3-46ad1bd97a0b,"Shertock",shertock,
c3f5b024-dc72-4f87-82cf-eec9da066b49,"Shrink the Giant",shrink-the-giant,
dfcce133-8d6e-42e9-9e5f-a000710d9b65,"Silver Cup",silver-cup,
12dc0a41-1c26-4a8f-8e43-19ba29853db9,"Sleep Cult",sleep-cult,
6ab87d57-d27c-420b-bb99-815de143ece4,"Slick Daddies",slick-daddies,
43d574ce-0d4c-45b4-8622-b1df321c6dcb,"Smarter Than Katie",smarter-than-katie,active
6ed8bd96-473a-4621-9a08-7ce080551c41,"Smashy Smashy",smashy-smashy,active
90b458d3-e520-4543-be54-f3fe2b0c566c,"Sons of Carlisle",sons-of-carlisle,active
8c6881c3-eaa9-4e34-b709-0b5417e5cd7b,"SoulFang",soulfang,
7e5ffd18-010a-4e8e-b4a9-853b668dd6c0,"Soultree",soultree,
f61060a7-e394-4f6a-b984-bc716db97757,"Special Edward",special-edward,
17a1d6d3-536d-45fd-b68c-d59dc6e9cc76,"Spitting Teeth",spitting-teeth,
89c4a195-26ef-44e8-a5e9-806e9951c677,"Sprinklerhead",sprinklerhead,active
4fc5ba7c-991b-4cc4-98ea-ccd39ef59069,"Starmy",starmy,
f744062f-96da-47fd-a654-db4e4c8f8ebc,"State of the Nation",state-of-the-nation,active
f96e7d42-dbc4-48c9-8719-d3592ebf1a78,"Static Waves",static-waves,
ebd26f87-0bc1-47f6-95f0-e6c7f6e23a66,"Steal Fate",steal-fate,
c7162b76-ce19-485c-82d0-2ce89287a6b4,"Stereo Ranger",stereo-ranger,
6dc8429e-c1dd-4b75-81d5-343d5bc29d18,"Stiletto",stiletto,
0d53f238-5159-41be-a00a-3f2fe19f0d2e,"Still Breaking Hearts",still-breaking-hearts,active
e68ceb2e-682e-4ac4-a91d-8ab27ea86280,"Strawberry Cough",strawberry-cough,
22d1c2bb-19b0-4a33-b5d9-75dae0354c5b,"Subject To Change",subject-to-change,
ff22f6c9-10f3-448c-b1d2-69369a483bc3,"SubRosa",subrosa,
d539c0b2-3944-4cd7-b557-79ad0ae06a03,"Sun House Healers",sun-house-healers,
522838bd-5b75-4194-b7dd-f36abab410b6,"Sunfish",sunfish,
7b5d6fc3-3f20-486c-b1e9-8e569e855564,"Sunsleeper",sunsleeper,active
f52f26eb-7846-4b66-aa53-dd333603ff25,"Swarmer",swarmer,
410b6c1b-6662-4ba3-9b50-ee77a1a2fb05,"Sweet Guthrie",sweet-guthrie,active
5364665c-d1e2-48f0-a3b9-409a986f363b,"Swell Merchants",swell-merchants,
73e33afd-fcb5-46f6-8084-cf9a9e2f2c03,"Swerved By Blondes",swerved-by-blondes,
d5932383-ab91-43ca-aba4-315ec2cb39d6,"Swim Herschel Swim",swim-herschel-swim,
efd3f940-9802-412b-90d0-b64c4b7df902,"Sympathy Pain",sympathy-pain,
f0925531-02bb-4133-ac46-5e3e79bf676f,"Take the Fall",take-the-fall,
51d273c8-f171-4dd7-bdc8-df9c61cf45e1,"Takeover",takeover,
fb7bd8ca-4085-4e12-9329-eee2220e5452,"Talia Keys",talia-keys,
844637ea-c577-4973-90cb-cd70bea5c381,"Teddy Picker",teddy-picker,
031a49ec-afe5-4763-80e7-cd39decfad13,"The Aces",the-aces,
c483e519-de9f-4304-9ea2-0691d5440900,"The Alpines",the-alpines,
54e59cbb-137f-4cda-8745-1e341df8940f,"The Artificial Flower Company",the-artificial-flower-company,
6b263d25-f20a-43c1-8c69-8d1ef86dfc6f,"The Atheists",the-atheists,
368cf1f9-5eee-4fb4-9f91-53cdc1fc8b77,"The Backseat Lovers",the-backseat-lovers,
e6cc4574-0bf9-4f7b-8a3e-3b987ea4e463,"THE BIND",the-bind,active
5725dee8-424d-4093-8e38-a00eed88e2a4,"The Boomsticks",the-boomsticks,
8409d17b-627e-4ab1-8f73-a4528a979171,"The Brobecks",the-brobecks,active
295bf398-2b1f-4e5c-9aea-66ccfc1d2096,"The Broken Spells",the-broken-spells,active
b7197892-5ec1-4ee5-bfd8-cb7a2ead471f,"The Clear Coats",the-clear-coats,active
2dc4292f-f082-41b5-8eab-5288802c8a92,"The Corleones",the-corleones,
cb720afd-e6cc-4aec-8178-6824eb58760e,"The Federation",the-federation,active
496e59a5-9d8b-4d90-81a0-1f50ff7eda47,"the Founding",the-founding,
25cafc08-3043-488b-b6ec-08932c8daf99,"The Future of the Ghost",the-future-of-the-ghost,active
af1e855e-672c-4797-887a-abec08d466be,"The Gontiks",the-gontiks,
f2e24541-591d-45b4-9bf3-514b09ff3a92,"The Hollering Pines",the-hollering-pines,
5841cab0-02dd-4cc5-b029-cb894ddada56,"The Hung Ups",the-hung-ups,
77ebc827-55ad-48cd-9885-658626879127,"The Keening",the-keening,active
35b9df6e-0ce8-4ee9-bec6-748bff703704,"The Kill",the-kill,active
e895eda0-1ce8-4079-a16f-fb8b836611f8,"The Lionelle",the-lionelle,
8fc147d2-a402-45ea-986e-29dcadf9f11d,"The Lovestrange",the-lovestrange,
ff099dd4-144f-4cfa-ba97-af8ae9f88061,"The Madeline",the-madeline,active
3b186f2d-d81f-4077-b496-a4f077fa88e3,"The Mighty Sequoyah",the-mighty-sequoyah,active
cacf3670-5390-4bb6-9275-5d4544d5ea10,"The Modifiers",the-modifiers,
0cd0a5cc-6382-4d72-be65-c65cdf6a7cf6,"The Mooks",the-mooks-2,
605b7796-f8f7-45ed-8598-49aeaa090460,"The Mooks",the-mooks,
ab220f02-183d-4a16-9367-f75e6957b848,"The Moss",the-moss,
cab28834-1429-456f-b2eb-e655128303c7,"The Moth & The Flame",the-moth-and-the-flame,
de9c1b67-277b-49fd-b1ca-ae6bdeff2e91,"The Moths",the-moths,
02fdf532-4c08-4e25-8412-5dc3db3398f7,"The Naked Eyes",the-naked-eyes,
ea88fa7c-3cce-4078-8799-a8a6f0b6b03e,"The National Parks",the-national-parks,
f8a8a3df-b438-48da-af5f-ce2ea1258fdd,"The New Electric Sound",the-new-electric-sound,
e4efb9d1-2a63-408a-9d6b-0c57a6cf3b7d,"The New Transit Direction",the-new-transit-direction,
7c362e13-8aa1-4977-b956-1ca95c70a8d1,"The Nods",the-nods,
70583bd4-ee06-432e-822b-fc003732c8a8,"The Obvious",the-obvious,
8e011a33-2261-4f04-880a-ffc4216a8fd2,"The Osmonds",the-osmonds,
862221ec-9dd5-4632-8ecf-8ea7bae5efeb,"The Painted Roses",the-painted-roses,
387922e1-d030-4ba1-830e-5c5955773d7e,"The Persistent Divide",the-persistent-divide,
f21fc011-1a0e-48c2-a2a5-62e3a7341488,"The Possibilities",the-possibilities,active
2163c9bd-4c54-4821-aadd-29fb1479b393,"The Red Bennies",the-red-bennies,active
dc8e1b3d-3965-4b43-b850-681bf47787e2,"The Secret Light",the-secret-light,
3ff239b2-1922-4eeb-bb90-ef7b6a7559c0,"The Shindas",the-shindas,
c44b0189-f12e-42cc-a288-0a1c7a430311,"The Skaficionados",the-skaficionados,
6ac2b2ae-fd7f-4a05-a8a0-e08cf629e821,"The Sons-In-Law of the Daughters of the Utah Pioneers",the-sons-in-law-of-the-daughters-of-the-utah-pioneers,
56a219da-9b32-4bbe-888f-aedd66bae19c,"The Sons-In-Law of the Daughters of the Utah Pioneers",sons-in-law-utah-pioneers,
1c201fbe-cd4c-448e-9bc3-44c45cf1aa2e,"The Stench",the-stench,
b4773b2e-37ec-482d-9df0-cab0079210f9,"The Upstarts",the-upstarts,
e0d05050-a238-4f5c-b09f-d4c079b5e103,"The Used",the-used,
df00c35b-e79c-462b-8e97-539c6c4b26e6,"The What-Nots",the-what-nots,
134f436e-7148-44f7-b603-001bc7107bcc,"The Wolfs",the-wolfs,active
da3ac971-4aec-43bf-9c11-7ce5cf962e0b,"The Zissous",the-zissous,
ab9352e0-76b7-412d-aebc-e8e36a3e7f15,"Three%Hero",three-percent-hero,
0b4abf3a-b903-4768-97f5-75b8c3889f08,"Three%Hero",three-hero,
441250ac-7c29-469e-a9f6-601e2618a22a,"Thunderfist",thunderfist,
52142ef6-2379-4d12-bb69-00c0226591da,"Tiger Kant",tiger-kant,active
4684268b-8fd7-4a9f-9ae8-fedb00214a79,"Tijuana Bible",tijuana-bible,
54633c6d-c7fa-4b93-bfa1-d178dc901159,"Tolchock Trio",tolchock-trio,
8a08d200-c87c-43a0-b202-23d57cfb8b31,"Top Dead Celebrity",top-dead-celebrity,active
6b0e7ed1-dc76-4581-a386-60f5348dba11,"Tragic Black",tragic-black,
697caf19-aa51-48a3-82f7-03732a20fd39,"Trey Warner",trey-warner,
e2401221-cb33-4791-a482-033cf4a8ede6,"Tyler Gould",tyler-gould,
44480ae8-1fca-4131-8b03-50653746dd9c,"UltraVatic",ultravatic,
e15cc9bc-46cd-403b-9caf-1e53bdd19178,"Unlucky Boys",unlucky-boys,
21c088af-c767-4a6e-ad50-dfcd9f662e85,"UTK",utk,
3eb297a5-9abf-4aef-b7f1-22de6f0bc15f,"Uzi and Ari",uzi-and-ari,
fc03d85e-8f40-4a3d-8bdd-a0393df56b9a,"V-Vast",v-vast,
cb97b554-8c88-4023-809c-8733c11f3d25,"VadaWave",vadawave,
f0367533-ef98-4b6a-a604-4fd0b90b66ef,"Vaseline the band",vaseline-the-band,
c65dd840-29cc-463a-b0cb-2381152ee636,"Victims Willing",victims-willing,
0dc81e3f-3b36-4dc0-9a59-c0486d4ad6e2,"Vile Blue Shades",vile-blue-shades,
bc019857-7311-4f2b-acdc-76bf88eccf2f,"Vintage Overdrive",vintage-overdrive,
67a12f23-8827-4526-a107-87daf4aeae4c,"Voidsmen",voidsmen,
e8f6c1b6-88e6-4f52-b55c-308a0647c03c,"Waist Deep",waist-deep,
a11964ab-e5e9-4a1f-b3ba-bd2ac798cd92,"Wasting Tuesday",wasting-tuesday,active
e550bc16-45e4-4bac-93f5-b042d1727d3a,"Westward the Tide",westward-the-tide,
00c1a857-83a3-46d3-9e31-eabbaa613717,"Whisperhawk",whisperhawk,active
a02a17c4-8279-4a7e-ba67-e09e0b50302c,"White Hot Ferrari",white-hot-ferrari,active
b1aeaea5-0082-4db9-a0cc-be6dcf6569d1,"White Noise Vision",white-noise-vision,
19fb464c-01fd-4b13-b868-e736e355a1b4,"Wicked Bears",wicked-bears,
4b95c56b-ad05-4f29-aedb-e0a9672b11ab,"Will Saratin",will-saratin,
a1a22d5a-13f2-4e4e-bd5e-e0e884a7ba60,"Will Sartain",will-sartain,active
987be210-d907-4e3f-a466-995478e037bc,"Willöh",willoh,
415b57a3-c2d1-44ca-a9aa-9a14b5c493ee,"Wisebird",wisebird,
379e9455-bf73-43c6-b235-9008f5520301,"With Andrea",with-andrea,
5f305aae-b887-4221-be03-d7da927449e7,"Wolfs",wolfs,active
25cd2dc5-4a24-4f2f-8e41-e7ee7c429f1b,"Worlds Worst",worlds-worst,
f2746309-b033-4150-9e98-a392ccbd2ff5,"YESOUISI",yesouisi,active
6f1304ef-7f40-4a08-b640-27e5b7465f39,"Young Blood",young-blood,active
e6f1af6c-e85f-4c56-85f6-b7af1d1df6c8,"Z Frequency",z-frequency,active
300e20be-49dd-4839-bbc4-d464009eb3d8,"Zigga",zigga,
