entity_type,identifier,count,sample_url
facebook_event,1137796558429041,3,https://www.facebook.com/events/1137796558429041/?post_id=1137796741762356&acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment_media%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZalEc7YqcgOtEO7Q-tHMMph8sxXEpdmEBSoMHTVq8Gz97AAjlgAygSxb8Wb5MpbuKJwkqQ6cDRoX0jtMS8SOfLCPI0zktnFqDUhBZDnr0r4KVANgGg94mU4diisbVii-OCdbL30WeJd3Scza3mI7Kc6TWP5Ll6oAJpHrSWuVcwAEq4CWBX9koJwJSB8B0vMfxSK0HvipZUeUbQ2S3gYw-2jY75By9_R4w9aPzfedmTHiLzJxkfCYCOkO9s_6j_wUtHq6CJNjIIX1iIpatDCQ4B3&__tn__=EH-y-R
facebook_page,redpetemusic,3,https://www.facebook.com/redpetemusic?__cft__[0]=AZalEc7YqcgOtEO7Q-tHMMph8sxXEpdmEBSoMHTVq8Gz97AAjlgAygSxb8Wb5MpbuKJwkqQ6cDRoX0jtMS8SOfLCPI0zktnFqDUhBZDnr0r4KVANgGg94mU4diisbVii-OCdbL30WeJd3Scza3mI7Kc6TWP5Ll6oAJpHrSWuVcwAEq4CWBX9koJwJSB8B0vMfxSK0HvipZUeUbQ2S3gYw-2jY75By9_R4w9aPzfedmTHiLzJxkfCYCOkO9s_6j_wUtHq6CJNjIIX1iIpatDCQ4B3&__tn__=-UC%2CP-y-R
facebook_page,ginamarieosmond,3,https://www.facebook.com/ginamarieosmond?__cft__[0]=AZbo_1j20eyjDJKrUpknzWw8J8ANc_iBUnI_sWkviinaHLfLGgXnxRVzzK00jFVG4EZyvsUCw9EUm76E2dpKq-5Yaa2QjZ6tR7_Go867NTT7Ph9j2VfaMOpZPgNnkXzAcGp5yvZNqGrL8xLrTCLqicBCSrgon4xKwv_ypcwHAgqToUyYUXdocRmNSyJfUKm6P0AQp27P7FTTrdja559K2Rvb2cT-Se1fr-SIu9S4ILAqBg&__tn__=-UC%2CP-y-R
facebook_page,games,3,https://www.facebook.com/games/?app_id=163543514909045&__cft__[0]=AZbo_1j20eyjDJKrUpknzWw8J8ANc_iBUnI_sWkviinaHLfLGgXnxRVzzK00jFVG4EZyvsUCw9EUm76E2dpKq-5Yaa2QjZ6tR7_Go867NTT7Ph9j2VfaMOpZPgNnkXzAcGp5yvZNqGrL8xLrTCLqicBCSrgon4xKwv_ypcwHAgqToUyYUXdocRmNSyJfUKm6P0AQp27P7FTTrdja559K2Rvb2cT-Se1fr-SIu9S4ILAqBg&__tn__=%2CP-y-R
facebook_event,4203549529903204,3,https://www.facebook.com/events/4203549529903204/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZTBZMvcjD6bVMPV49RUmr7-t2SCmGRENycbzWdron1OgGZjtcRZ6FkOLJaLWSfNNPJ-qw-geV37wwrUR3xDHn07xBHeQLUHage0KQfJGyCak1BGeGcor7-ldBNerL1zibQNJmdQB2sARsjW-uBFYnImkeldx3dPLxurpaRCg0oHw612Cuy2JlsHVaUH37nD3QJafIYZ-4ibm5sSn7TMhGU&__tn__=H-R
facebook_event,1393156039085294,3,https://www.facebook.com/events/1393156039085294/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbguCOiD1fnVaKHejzwI7HEntJ0aMFNbVOMpHtoYtKjNzE4zYF0aBaZCwVML0OOB2fhkmThHoSSubZJc9IiHLrKB_q7BclPCHJcB4pWUs1EBgJzi4JsmZWWT0bij1HyJGTyTJL3pxbyFYSft9IS_wDyGaW6OFGnxAQ6dm2btNiAX3ZAXp0KLvekRjH2DjbJY5vDCWC-FgTz_OSouz9ENY60&__tn__=H-R
facebook_page,wasatchwinds,3,https://www.facebook.com/wasatchwinds?__cft__[0]=AZal-A60WHfR6STpRH3XbdbRQPEUVG6F2rHQix66xue3amlKxUiXpTrTjGlKfkUmQ0T5kS8sBWroC7mQZavbJR-SZAs0nPYQMC5jcnF7iEAy6dgQCVCIrzCOaz3IqNyPY35OLA-1N8KeXjD2pC70FMU4mLigFJA-TopM_x_joieb93WjpMbaZXVii3RIPyNSkNvjHmHqnAgKHnYSpZT5WaW-o1bOjzJ72Kvy9HO0kakBIQ&__cft__[1]=AZbcrjwVrEbr7ZojveoStI9KMU5mcT_3W_1fnidA5e27nFKJIyph4Z8QaNPyrDTTIGkbJDB9gI0cz1Q4EB1RvHsYDPhmYiDwrnIS4vs165TJUFQepA9tuGthBJwUOpdl_eE5F6pfoynzdGLNzB6hfclLqyvW1f2Qu5w4Ruh2JPvSKGf6VaNa0EOaxqjdU9LaDVi4ruwKtRLn9QAYyqZo4J5A&__tn__=H-R
facebook_event,779273334987542,3,https://www.facebook.com/events/779273334987542/?__cft__[0]=AZVmulahJUDQNTSuCkkpdSSSAcX3S9mUPxMoXYXIN_yruRSuEvonxAA4fa490RLMRA7v2DEp-cYji4snPDFgs8ap--KNPjy1cpW-AonhiesOg5c032qgLORd2yCYtg-2YcQwdJ-i4EWQvb4uMS-9jt2hTFGB43WNkwldJdROGJog2Q&__tn__=-UK-R)**
facebook_group,968783403765805,3,https://www.facebook.com/groups/968783403765805/user/1186433324/?__cft__[0]=AZbeZH43YJM_wijf_z7c7JSmJXBX0SxtqjlSNhwZT-yrbbogn98G0QEjQfvlHKNd7L_OJFI82KFvrXbSBII023oLE8MTHj77NCufKafyzYB1C6ZDDU2sGDBMPoVZNHquQLLF0748sFry7dKDYStYl4PNCwjYb3g0ok_rulgKROpPIqM5V2AAKhAgYMgqQ5vebvcmswHSyS6ViyJ-cn2Pnml1jvQCk_czbDAsFsjxEGjUpg&__tn__=%3C%2CP-y-R
facebook_group,52793434301,3,https://www.facebook.com/groups/52793434301/user/100000104485236/?__cft__[0]=AZYhe7KGAIKtAQZg-ItnzcfKD22fi1fBRdUhvPyd_QKLpMx-fFGUb_64tEiwfXCP8qLUS7Rvc29NzJORbZepPi7NXc6L8My0EIOYZrqOid4HybsR0y3aWJCoesri6d81G-3H-iZUyMLPQEdfctGC6g2_NbDnw4F3xmaR39cAhNxS2HgVlrc61qlWIss_MkJVof_MCPf9I_01kKL9lvNCg0iBcyGTv9NjH7KyyKYYthPm07QW5ATGH4PXt-bKv3MbEJsXO0l09uxSIRbsZooFA6BX&__tn__=%3C%2CP-y-R
facebook_event,1499251624624618,3,https://www.facebook.com/events/1499251624624618/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaQz6cpJ8-fidYd_Z5i7nW8s58ljd919v50OlCZzjugV4-44mr63fSID-9McoxfJcIJRarEaPlcOh2ga6TBvH_T0z9GvAlf3DCTzeUNFCMy0bc-1yH7KUzFfwbW6VVRTG7Fhndz_-OTWNKT658RxrZeWKeBGqysyq7ggdP6DfE2pmF6A6qklar8fwsHT5tLZJgCU_gdaODk75P4d-uggBIn&__tn__=H-R
facebook_page,KRCLradio,3,https://www.facebook.com/KRCLradio?__cft__[0]=AZZwnQh7ZFbGXMAk1f63uYffh7BdNO9kurYlO5M_AfYSWGyyR8tPgc2PL4EeXJRYT8pRyvGspV1gSRuIbq9MoD1p6nMN82ODNSbr65Bk7WHzsCpt9i-gvKABLx9WRRDWRh9Tl3N-CtAswzNykkeMIRwnHhyiNN-4TfAEBiQmSc_Qm6X9T5tCxy_xA8lsgf8y9Tny019XG0sZq6gULE54ok6CFSalr_j6qg82ZoMsH_3tvw&__cft__[1]=AZahgyE1R4eHUqrflZhQSl2apCL7uSZXD3TG2lepzs4wIHpyrSEXEbDHjvogLXZmVZytralDYbM8_67p1p3dH7Ig1t4gVbDcOvecAQsz8rqXXXoMs9S3aHrXdKVlm1XgGFgmmUHrQkdQrAqrgoi7CZDr6bEN27MW7CfMblUbPVugvOnGphYL117vVUUErAQ38KU8X3dHebC_5YZqmKZRXAyG&__tn__=H-R
facebook_event,806937621971949,3,https://www.facebook.com/events/806937621971949/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZ2f8S4F5_srzW0O_IEsSXgBZ3llGiiAz4m5i8iIKgikWygalzdwcdkzLo2jWV0mX1ZoUXqnKkbtiQ0nCaCBr3Jv2lFFpyOcA_RQQPumFQjhze6vhAkp5F9zo6yfRUAonpDcFo9GthDl3jSTKvEMxRxcepty_wfPvxGAFzve0T33ofrao460X1V3kWsEPK5Xhcdnb-sF4uTBmiUco-BDz9K&__tn__=H-R
facebook_event,1431830258618035,3,https://www.facebook.com/events/1431830258618035/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22groups_highlight_units%22%7D]%2C%22ref_notif_type%22%3Anull%7D
facebook_page,video_copyright,3,https://www.facebook.com/video_copyright/mute/notification/checkpoint/?video_id=1776958749665884&__cft__[0]=AZYzxx0luXB86yXXVDU_MuiyRixHfWdAY5lroZQ2k13kfp_rBbq4qV2TF2QMKs7ESxbAbxR32gokISlgBSB9JAI8ehkA08Lyp3x8L5IpVgNxmEoXsLeN4rE8qBJKH2wyBH4_yrqEQ5hJ9TfwsA12saMgkhHr8sNCgknbS-mQ-yeTBbeUEQ97OvIS_av84f_ofXtO6W58IUDqV0VqZwAicKkB&__tn__=-R
facebook_event,2026960751211592,2,https://www.facebook.com/events/2026960751211592/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaQyj4mV5-db8JuSqLT8kVW67g7DZkctk7_-W643TvLT7mnjheXGYbGtM1Umrte9s3EUY7_AP7jq_zERegIPow9atidrexeudGXycv2OeLXeZENP-l6rzvHwo6GbJW75bfnynKM2Mo8n3_Z1bFTLWYuaFHKxbHKzV_hHKQs6MWD3hO9pNk-SGmLOf9_0KkK8oFpHlBgA9U8ntfDeiuZeWvS&__tn__=H-R
facebook_page,ian.chris.3532,2,https://www.facebook.com/ian.chris.3532?__cft__[0]=AZYwPMxEUbSPHLr7f4JhkGYCYX8qdX6JgOfTjA2IzMqOS0U-fLeTJJ2v04BLItFz76bNehnMkWe0FoQDNlnmdc_mqmJ23PyZb-k954PFWhGsIZ_-vE7SCaju9kLZSSt1ceGCAM4qBjHfzm-48r_rvcHdVSZzucXYBi2yGlhYT9mZPZ2xhuHcZISfPvSvdwEOcbn9Ml85rhUexuE3gMOpbeJksnwzZkJJ07Zk1REQUGFrUw&__cft__[1]=AZbRfsZxskHl9W54E2jq_YQ7-7JZ2Dcin6pOeq_BmlOw3xoe8H6hqWpm56AlizLpwtNv-WNEEfRLWe4UqQ42Jmz1g6JOgP0oeUqTyAK7aw7IQ5ioNmrpBeAcCb1fM3aHAEvb5goeC3rSkCdFphHOPBMjE0g8E0_DUJjwyGIHypDzQfUUu73YE6Hwug3EBLn122btF5Yqy_zFHyOI6dEsKvRv&__tn__=H-R
social,spotify:artist,2,https://open.spotify.com/artist/5p5jkzzew7nU5ReP3BKvE7?si=xVUNW7giT5yNfHE2F8zzIw
facebook_event,748749614223563,2,https://www.facebook.com/events/748749614223563/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaJuZUrnHfOdyCxGo_J96cnFboJVH8uOd5m9U3NEHvV1qD6B03yrS_ljk0PTvIZtVZLG5o1EiDMMVuCGyH4yI3I8JlcVY6oA7e-KqXqgr5C2luNoPAnbo8rMxm2_Mme3IiH83epULAfJhrz-nIWkAr5kkTByysRQxJXGNBlLzuKr0VzM4bE00cSR5olkLCzXF4YyiMuqa6KGEV1r6SrFg-_&__tn__=H-R
facebook_page,Elevatedgrit,2,https://www.facebook.com/Elevatedgrit?__cft__[0]=AZYm6vNowpsXdR1zzQ96pXIB6E1lF2HhTGWeLrP790HQnyKL26zYWGp9sFNYvKRO1MLMiGAAKWvP66nmAJKzQLVl2H5QlmjW4LfptVKW7CjkbASoe309dFFhAzS5jCZL9wYTvm7FImI7IXpOeqChRrqrvcAyV-smwG-6kpxeq2o6TZLNObsNII0XQM3rHPpnR7h5_wEUFS0HbKS-3Xv8Xjla9bNED0ulILiN622FWRpZiA&__cft__[1]=AZZhClxzle8-Cr0kGY3M13RgZFPaojRWfswtFY3pYel75pbnx5hIzSEsWHxxYYK5BKwsWnjQXrdhe7oiamCmNpQv1oKTRx51R8IkTYFmsNM1c9UrAeJo4-aA3IKJzq8ZyzbAtoBd-j7QLEYMrF7QEES2N72nee11eCOnDub1gV8AqfPa_qYeayHL-CTgCyJNm40F8gG9rq2hrZa7BAOb5Mhm&__tn__=H-R
facebook_event,2937628579960053,2,https://www.facebook.com/events/2937628579960053/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZUq2_ePDLlfkKqCkRmhan8PQU98Lzj4KsijkiyBQUaRrUCHXIKZydfzcBQIHTXwWnul9t_rJ7-cyGwXvRULkscHge6H1vaYLoTwAHTKocH144g5oxqIs8i0spYRtxc0ewfN7uFjk-NEDpSnnVW7BgHze9jg5x9H1dUmcM0x5ZMEZ15UQ9jOlleeX99Anqodh5BcANMnbP6K29ob1dYw6OU&__tn__=H-R
facebook_page,onthisday,2,https://www.facebook.com/onthisday/?source=shared_feed_story&__cft__[0]=AZbtBTivoUXHfMO3IqxQZGZujV2KUXyiv-JvzWBtwfzMGjNtPUblDW_WlYsG2Wb-9LC5W2QFAaNUJThZOqVezuqVh_UMj-I-gGZHpUDynFr2ZmXAfvKEngdiNhnzajRFXQvXhW9_FRZJQYqIZot9gVv2HhOtAQ89HCnQURYXXvRTGGdmrp4YITbeKkfTcaNAzNPDU6m0NINr83tkudbQagDqb0BZzJ2UQSa_ZdY3vcHaNA&__tn__=H-R
facebook_page,seanbakerisntreal,2,https://www.facebook.com/seanbakerisntreal?__cft__[0]=AZbtBTivoUXHfMO3IqxQZGZujV2KUXyiv-JvzWBtwfzMGjNtPUblDW_WlYsG2Wb-9LC5W2QFAaNUJThZOqVezuqVh_UMj-I-gGZHpUDynFr2ZmXAfvKEngdiNhnzajRFXQvXhW9_FRZJQYqIZot9gVv2HhOtAQ89HCnQURYXXvRTGGdmrp4YITbeKkfTcaNAzNPDU6m0NINr83tkudbQagDqb0BZzJ2UQSa_ZdY3vcHaNA&__tn__=-UC%2CPH-R
facebook_page,1099689909,2,https://www.facebook.com/1099689909/videos/pcb.3818487274950696/885500727819250?__cft__[0]=AZbDJ-bXxKOl5xlh8VesEaOZv_qV0wY-h4Dew6stbRFigV9laHwiJB3XjPiHnOEZQVGB0fbC7M-sO2SWMOQLwb2AccTY_uAQ3ONKYVdAED-VyFKvO0oPLtlZxRxiGtY3SN9fP4wR-AeFkXT8LUI4ac-v-Xe_tplr7XAlGhPizdpHdirIRsfesCLmhB-ukSHwBJ-5w_QKocYSpLACQDyQzKYe&__tn__=*b0H-R
facebook_event,870684865705562,2,https://www.facebook.com/events/870684865705562/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaTm2TU9F4xurSrnDn9oXvXDy0h-gSiLkJ3SPlvboqD3RFqA8kNWgsWTvQ57gsG8mKWzOd6tcRW1EjGszalUdnSbxvcCSMD0f-lqPPmkNdQ7MjMEk7q57IKxDDpzKoEgDyjX-0NZxVLHjPxY7Je2O8c1-bYB2fgEHLwMKwukU0RoE7gAgguXORSSjvLrpUZzEPftrJFXtqfDfqKYxhwi5r3&__tn__=H-R
facebook_event,1528614285112261,2,https://www.facebook.com/events/1528614285112261/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZKFlXerKpiINCeXWqL5MQWN--ckeENZKU4ph8Cc7Ue4qRexDJkukX2g1G3q4wwxTulNXOz5aF8Hhe31tpv908vuHqqMVHAgoWie75GiEGADZEt1XWmC0FS2KV8d3RoZZJpQ0IpPiuZagn3R9Oi8eGhJaagTw1iI5JslzVNDzHFz2ZhaJLdxgCpmm1i_z5BxlXj6ICcPlahwm8tIaLBDRFx&__tn__=H-R
facebook_event,1040589494918494,2,https://www.facebook.com/events/1040589494918494/?post_id=1040589724918471&acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment_media%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZb2IXudzli2d7yzc77PEU3FE0c_p4tVkqn1B9J7gzRxbcO0kM8MrYBMvv53AYYt503TRhfUzmySguLIg6LTSZ2LF51FzzLG0eGSnH1nBdj4gNavT1DpsVe6PiJ7dYHmBOZi8a_B7OUl_FZfxreHyEtuhcsDLbrZPlTUnyagzFRWMpxUkDyNPMu5pAc-BK6F9JgoZY6M-n4K_oY0DXNZrx1HiRFa4qOpi8h5wqzCevplWw&__tn__=EH-y-R
facebook_page,FooboyX,2,https://www.facebook.com/FooboyX?__cft__[0]=AZbDM7UXnHgtQWsOoNPAbmnDywNBDPVrC_kfC9HTGoNolj0sM7CNdebQA5SD9uTeXPt9Aq9akqXijg6Ip1wapzZKM7YvNk0a8ueZgRThywWc4RFxG1VmZqFpAGZ8sNyjamdrmPmoYADL5pOXFsPFivVqdMdB_Ay28-_KdofdTu9YdLIX1r1bua6ZfRbsYRK1cdLUFVoTVUEPuOWAs5cgEwurEW3cSfFJR69R3Vm4SG7L5w&__cft__[1]=AZaYK-kFe-YGAuKyCenGwOV633SPeBgxoV_P1iFoPKcSaK_TPMaz7Wt7o44iDYEWFJRAHHAvXKuP3vZZYgwX6_gPBiSqIXq71twPSWzmaWemHH8PqudzBdazccPdi62vk-MiZbepxlgDq-eKX1_2Jlj0MZQBymJJpzLA8OH5pjNKpn_PIPI7sBBsnd261PRTrIxqe6Cvn3jwF40e76ykOHeg&__tn__=KH-R
social,linktree:Beehiveslc,2,https://linktr.ee/Beehiveslc?utm_source=ig...
facebook_event,1549018389555540,2,https://www.facebook.com/events/1549018389555540/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYWpcx02UzHvfQhOZOkKki3vMHfLSNC9r34CEg4F4DchKuF3D18Jjy5x4pBVgNAJUx-1F1QYrQABem0-9M56hfW1h6fPJ6QqlIOWZeaCXOSRhA_E6F8fZkxzusyjdzzd9fsGEzK5lsTUr4HbJx9yotwH1h-qyUiN6IvZXmu1El7Gh5xDDJjr9NIZilPsIuMYYsYnEsREkIEqU4JutivyoOr&__tn__=H-R
facebook_page,excellenceinthecommunity,2,https://www.facebook.com/excellenceinthecommunity?__cft__[0]=AZaVWFr2WOkHRsRM21sY_YCMWNLB4q0rS1PBHo5fUTqnkKMNnX_7vH54rdwTXz2CyujvrwZRtBGH-WRuEZKDA4atpe9PqYwRrgAMKqUIEgqv00ls_GCoEcBCNTJ7soM1xqAbof7oq13HXHMebMQ6O_UOknCcnaipd8113KZPOgvI4hcmRT_G7llWl0GwENjEjvfSzS5NNyX7PStrwGBYS4bNSghW2uJ_4mgEvMcJO0aHTA&__tn__=-UC%2CP-y-R
facebook_page,jim.adams.9406,2,https://www.facebook.com/jim.adams.9406?__cft__[0]=AZZ_3_TosexRxEtpCMxARgXAwO5nHhCh6cVWKv5plhm1MLAu6IahnfA6Dh7XaS_vUFqvFPpJXNcgA6p2FBqzUgYIYfdw3R1gUA7WOAqERbNo91nAYUy7_wK_3zy2ZO91R1IXC2W2gxS-vcYapl6Q3bKY8gy_VLE7KxQm-Z6q64-TP_9Zv8lD6oGEpeknrrmmvJUuz_z6CrbM_EnGGJWBSQ19SeAD8D6dfFU_Kkid1dhY4g&__cft__[1]=AZap0sa6yiPc3mMRmGrEr1O8-XcJPMWV7FQINH0kavXebsNOwYVmldljbFlUhXrEC3c_-pavjjCBvISmSianJoHWM8uMb6qhORuj10jbmHpt01raR28oAFQj2fj_Zlw5no_5DP34rbLF2K7sCDpTcbCncrDyeZKnaPmrSfNPJAL-VcoxtImE7n5FoLWztgxK5nlivpDZ82m8qQzgG8yAElro&__tn__=H-R
facebook_page,paula.mendez.180,2,https://www.facebook.com/paula.mendez.180?__cft__[0]=AZbi4XUnGd_MScnDOWsv16ChYRSsabVsUCA0Q06sjZCgjhRXNWNG4pSSCQL0bpSwqHoHaCvrtnOz0UpGX5kBvpqATtqmtR5t_iTjIcuX6wdcl2Xc9y4dQxyn8KJaju9EGIjzHiAd3qgC4jnQ0g11Rlez1b96WMfpY3cQXP7cgNRlqKnQOWVancW4cPxheW8JJTPo-o6KXNstkp3k7KRCIJFMMjmLVqPo3VeCfb6AKhWlSA&__cft__[1]=AZbpBVIYK2dOQiOQmxVT2PUhqdSS1WVCt-lAJQ1OUnf_le88HbhFkVKzODR1y_JwdLn4l0ODTVg2tkJ6hPGHPbbQjhzAdMGpGAzu1j85_9UfIyz9nckVXrzFTCkeThWZOfhU8SIBpFIupqNQWNoHSb-mbci02aILHgFpE8axYaa-vmxF9DSrOP3iITTaxMx7YVpg0sw77wcIlDeIe8HQpeD1&__tn__=H-R
facebook_event,1734622417471621,2,https://www.facebook.com/events/1734622417471621/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbIz8jU-F7q7XmwOxNqsikGcGu86LVWkGLWgkT9P6ebm6Y3sgMAh4WwCg_F2xYK2igzZZ3W2W0NjS00K_0tYtaY68OFXNLtskwH88i7UiQlIa_AlbP1cQOXW-QD1t4c0ORGFfGbKBRjTF0Qw6i5bguNQdk1kek23oAtMfuPSCHIttubz3jsSgw_G9wFFWm1NLFF2UtKj9-VzGjaCsWCzRrl&__tn__=H-R
facebook_page,inkagainstcancer,2,https://www.facebook.com/inkagainstcancer?__cft__[0]=AZbywjTXxekU9aADyrxZL0N7UwyDZWZF0uzDvqufog6gpy5IkFaEzXYEXUnMMWeegbhs34pWknCVvtlS95bxaCSu0aePI8ptY8frFngmfMEbHSFkwO2elDkDtHTRuAIjhVz3ddafZBWytJKh-a5eQUnF9fJGtW1--asW3VEuK2grjZpIPWFWzbiARjEOUx9X8AFYnaq6Gaam2nE69HCByg4PvczVhR5V7l8aGArWtbq9UI73byYvQnldhVWmN7o6waB1B4tqQ0aP1Vnf0B_e3F6P&__tn__=-UC%2CP-y-R
facebook_event,2986961518179676,2,https://www.facebook.com/events/2986961518179676/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaMX5h68NyzmvRt_skuJjLgCMbrnPzRFAK1pEOa0qyGGGnewjxajPO4Unx8Pz6mvTWWgWK5ihiebUBJaKXstQv1aJUTq9CRQdjrFqUr13OQl_QanFnPf9T2zffPcp-Tki7_pjjeeojFEgbmOPX0bds3T-A2wknES0VOea9Vhd_GJOOq724zAm13GGVt4YhjcJ1kdWwcn2Unvd1PeMLbw4es&__tn__=H-R
facebook_page,sun.divide,2,https://www.facebook.com/sun.divide?__cft__[0]=AZYurNy33_qgtgk_p12rg1WBTng0T6yvjYG8MJ-mR0dpd_uKaqIhhvv8v8SqzVKzSDwbymTlY7RZO-qsg3aaCMRXiaIc-TpshG0VuE46PErl474tRsCgNwgZdaFH-HZERiyb_r8XinkUO1KAEr2NViXyu4goFTGkVMz6Pz4pq4kXgHVF-JAqrcZYITVgUpbyEUTTJgbaMrKFt6Uc3bsXDT2SE9x67-i_bZXCH_49oJdWAQ&__tn__=-UC%2CP-y-R
facebook_profile_id,61558705696846,2,https://www.facebook.com/profile.php?id=61558705696846&__cft__[0]=AZb1FmoWSsXS6X-cbniLsGUTSxfhIk5Izrq5xRJjpcwCgJDpT71_yakbOU7LqifP8CCjuk6SSk0rA8jpnaUBZUdzboy4xsgTAolQF8VTl7cCugjlR4wwkVIGBeaJ_U2mckmMBCkj2oJg51mRpm1mQPPzJH9f_lUzc62-K0oBrtz8ZJJ37eGDFB_3dB1GSGPoDbAISOTiBxWQnKWhr9Grtk1j2QklANuTyFqDpc949K3E6nD6geG9Na0ktmHvfzir_l5itXU1hBmUgjPcqjhMAyVW&__tn__=-UC%2CP-y-R
facebook_page,CelebsTalks2,2,https://www.facebook.com/CelebsTalks2?__cft__[0]=AZYgUde2z7v0W0R6aoA_jwAYV9O4lK7QmGNZQupYHcTnDlyaT_seS5u3UHRyZkdQFhAsJirsJpNHEaWH3Mjw27BGRpVDynYTU4WPZWqmtGOf95kjAj21LKXmxs0wloW0OvcU24bllogsGNzmG3SoQ6Vh-L_KOXKr-tV__6Y7hkTNTysglJOTKT2EwpjZAJKmpnmrR5bfn_7z1S_QluJ4wNt4QOWtRxEJKrFjCd5Ev_fvVw&__cft__[1]=AZZk_akKsITeeK4J8mD_TN4T8CQJi8kbfSDUYmVyeEiAfzCIqobFTKibK_2aQim4EHbivm9j2Onzc27TdPl7GOwnayYa99AVKD7KBM3R8qRwWGYXlalvzER2SEGFaJtdlVoYvf4SrYXSMGaV70JNX4uURfTxjR6z3OsGHE7r2ORVh-sVT3N-Khaf6B_2veQ_L3Xu8eYM011s8RLAyej4P3Sy&__tn__=H-R
facebook_event,1115025787184613,2,https://www.facebook.com/events/1115025787184613/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZb-sjvEr80YN4ZIh9crgPOP5G8Zzp2LXT4ybH8BqZfH3w-dTh7dWowsuWIuG4ejODiISoikXivKZAsRMIg2KwfXO2qAVl3rzVVP2d4vuaBldVgeQ95YqCVnMDPSu4TJloVYgv2NUqI96rx5saUc9syy1xYJhv4PZa10l7DnZAqPw_8QHDIPMjoVW7MfPQ5Nf4TSIZYS1e7Zt-nfPuFfeE7J&__tn__=H-R
