entity_type,identifier,count,sample_url
facebook_group,735225615666900,2,https://www.facebook.com/groups/735225615666900/?__cft__[0]=AZaJ4l0lXkADN4NeG3B5-lYnYdtcZxbOAIRLEzu2x5QvJQ4oieV_OnaZxJ69-ye2prClyQC0Mj0sMIwrhqA70k0Y8ZTJvwF8Z3uWkTyDiogTlCKp7eKSx6Is4mjB058-jaQ5t40SwYfCPBPMwtsF4khAVOBLejWuUb2Q57CXIMKdwheNP9FszFfrknB-iTTLFgP13G13zJZ2TkcSQs6BZ6SiY_LPaltlkX0B6-H1vLGeDQ&__tn__=H-R
facebook_page,jonathan.neve.524,2,https://www.facebook.com/jonathan.neve.524?__cft__[0]=AZa6Mx0JarAI3iL9g67BrnltLDZSuExPLmEd1Eu8sM11wRD3BmuFvZgv8L6SDkW-WcLfeqsSCwlDT-2uxlUZzla0g7juj4yCqyv7S1mdyDB6-4FT6JXM17NssIGpzCfVf6FUk9YGJN_V92rqgJlWT6gcgzO6-eJlCXLArLOF3GjyobC7EmRt8XTEmKkmdUthdY3X9JIe1xEz7wwWPGikfaqxL7ExGSrBGyhHTje0JPZ2rg&__cft__[1]=AZalFNX8PFaRQXIIHHOyOVH13_5MeWSCsYl4ZD-TLGRMHWuAoXC2PkyjR7UjfmamjjcAuWEiStfhoVqgpSPwOb39fdMKEPAJsJGG79QFbjTY50U44kT229KZUse0dvIYd6ickjUYMiWdSkz4ziySGd74dM4DWPNgsihTA1MquMBE7ZZS3c_g5aDege4Nd06jyiHzsbXoWi5cfGn8dIgbasuT&__tn__=H-R
facebook_event,863363329473257,2,https://www.facebook.com/events/863363329473257/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYNiF1dIIqdqyQqPJXsDU6JHVQO-F0o2nqtRvqgP_gOTJCkTudOLkL_o-Cv-Df8AE2kGupNq5A3f20Swbs9bIkIG_JIXOa7hg5Qw9gyRKBGYKx_TygsmA7DDpMHZVRA2BKc7TZAjIGY2clhu9p3dSqyfhlyDg_hSBrjUNmM_rD7P3Z2rBolCWI2_fNetopO8EdRv3nTaH71kJYgnkglghjd&__tn__=H-R
facebook_event,828158570143059,2,https://www.facebook.com/events/828158570143059/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbmvvSifCOSw3gkWhH2Ae2CObDVyhZef5y9SRejdeJhNBJKYB5DGQup72_ffRGPIRkU99yaLvj_Vcyd0zdLIWsPldQ7l805bskBuvAJ0_EJjB0nRSPY38WVYpePbJUUasSL6upmkeL2cPHNWlok70JwmZ_dandMlWE5SKsCpWyHxigxGRhJbWIAepPEnjl-jTTdyM79Ae3YTNRyGQM1ZyQV&__tn__=H-R
facebook_group,143397965694292,2,https://www.facebook.com/groups/143397965694292/user/100081072153438/?__cft__[0]=AZaBdfgLPJKdt1NfbicSBj5F2CBNvBfoUhuAI3_7EfAkLDQQJmjVR-Dv6ULxeuH2VTmbd4fdVOl8BfKTaOSKluSInJm30xzYFY7xTh6rZMRUsdKOmLaAf0eYaXwXylW7XEnTjL5vsU9nsT-4G-tg-8VvZa4dKjAhSaC-WfmDHp0Xa3iOguHYpoSFhh6NCsYiBnzfVe8pBlusoppWFmgdEh5W1Tj6gqTEwTOYduLeWgBQn_Tv5Bevc-5gFjAya47L1JNw9RAMuTM7egjrzvqDSYx5&__tn__=%3C%2CP-y-R
facebook_event,818272484011398,2,https://www.facebook.com/events/818272484011398/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbErwjawjL2yJtU9QfKBkuZ7hu9OjPb2dNlpFKRHbO_ZY9i-HqmaGt6e4ThkRf3pdw0xViePFewRuOpkxv9p5MyNTsTDNHNhi38ZPZSedwjlxsNI1sKEdZp6Djx_JJbi88yU-ZX3xYwHk80XsukDlJZbw40UyXO1nKtgYsZ345dFG-dsInSL7xj1wSmNECvrjIrqr22wYHCObMQGwlUAxUk&__tn__=H-R
facebook_page,julian.operhal.9,2,https://www.facebook.com/julian.operhal.9?__cft__[0]=AZazZDrZtRhua0fmf8Bh0u9PHfjY_2CkXaOzWvNcM0A5ZazYawXcjYqqHYNbHQwZTyKEsy_8mLan_YgtFwRUHe0ygixXfaJQj-1ICfLtQd5E1fIbq5YgjBFneyFvOVJB68eZlVza1myiS0mJ59EIuW9m0t_o873apY7hRIclYASFq2UeKFH6UvpIH3yXY9pP9gAu1SGtr_sNTjhiaBYU0EGKm0qAOZ3ePKbJxkgj0h5RpA&__cft__[1]=AZYXIK2s9buOLA8GkDNVuj3cblo17M67ILrdpT7P6TcvUiLhItFMWA1oSrRxN3fZnmXV3ZJbm1DdaV_A8UgpWwUZW3UcyA-63ghpMifzaz1yZouhWQjMUQ9EIWI5IkZGYkYkKHjcC0pR6f-chaHSp-DYg_yUMr5iBIPYAWFXtSI43V04WMp65q_6hWqOQjDeXF5mauS7Qxrye54Z0-nEiwlt&__tn__=H-R
facebook_event,2231500337318467,2,https://www.facebook.com/events/2231500337318467/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYU2DlfmYHRjcuikuwzAsnFs2S6mbSq6kDAJIt4NBGmTXUk_mG3QYDwbamknxjoV7_FmuVHI3RbISjJNgNpb1Rcy6su4g7XlBjk7C4O1SdakDzxIQqWsIWWYTFOFroEypkn_GguYENDnsZ2md00TAo_N_VlqqzmyKj-jHVGOGUiJAgZsastbbKF4XlGzTmPeaUKdHZcmVkMEnia38hP5Ng3&__tn__=H-R
social,spotify:album,2,https://open.spotify.com/album/2tBBW6WojeOqJ9snqxsKIE
facebook_event,1851976978764849,2,https://www.facebook.com/events/1851976978764849/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbV4glhKhBe8-SGg26rpM4ZE0oQMJ4dMkHbcGoCbFwokqaiAxGxt0P29EEPRDkF-TveEFICAfF1XepJ4E2LfBWWjkcAia9aJSUpNWDyjUTAK7no3DQ7_0D-e6bzeIEoRXIRMK1et0CgzFe43Kxtn5KjUQumpBVtNVwvuMrREiPcHn-sSymuVdkLlO0QjNWTBCCb32Nw_4KaoUWp8X-TTiEg&__tn__=H-R
facebook_page,thedaylites,2,https://www.facebook.com/thedaylites?__cft__[0]=AZbQazgjpWCr_779yFiocvHL9u3Q4WxkFZzfXN3bwxRXiAAFPkkldYCBl4uyN1busxtC56RGqKludE1rtqUsY2KrMtAYyLBFPwIpxIqOaWka1f1KLSnjCssBcC5k45DhkT-bz5i0ChfYSj6KrALelEEsPjFF2aoGd4zfl5AO21P5IAfWksK-n9biocTXcvkiy9VjYeGYyZwAXyPsv2rWPHUPI2BmmczvG0x6wjXRD1MeKQ&__cft__[1]=AZZRzMH_toQNlWO8vD6g8bgV9wEGwpX1r0-nq97jv2GC7UNU3q7SUr1x2WAUmLbF3AHwZE_fNfhUrRnhCAHxIWtkKhi3X1JGXNuW41TC1rk08SIpDb4g_UXggLTXHcGL61RzQygogRgmXp4rmektygPK_rlJIKiQMYzl_nBwDjGHbdWe7Mzkn8U5WEs8a4Qa_qnU8wssn-SpVamHsRJ45EE4&__tn__=H-R
facebook_profile_id,61560082857335,2,https://www.facebook.com/profile.php?id=61560082857335&__cft__[0]=AZYsXZnqvUn1Q-nTjbGOqig5F2qJEuwWOma-KXzoMsbspFt75OiI5bGocTNhlMxiVC7jXUk5cS88O_yX31_aJbcdHcJeC5VXS1JkUqidzHAfjvRLfbiU5ttT0cnQ5Za29NiXBXkHiR1g9ANv19-NKXih85gJfqOdFx3KcW2KI2Ql13bdAzPJ3ymyN4bcF3Hl1jyfnV0_DHhNQB0NQWWedyV4non3HDQRpBVRmpBdbTnggA&__cft__[1]=AZYnP94KM8BFKWcOWSpoT0qiAeF0krV1vZXYsWVrEAY0M9GYaf5HexVi0oWW9N4qJ1y1XmLZuNEEggYwLIfkuwoXbRNRBG5USdBvm41lb7gm2Iic7-RTwV2BIutKid4I4ggthZA9m9YcZ_7HU3BqcI2teWhQKBX96Md16b1Vuq94rh9L5N0-rXZrXbaRlHmLVjJeYDCqxbvsnegJFbRIWRD5meKX9fhBHZIBM-Wpu8xRZA&__tn__=H-R
facebook_event,823817496728359,2,https://www.facebook.com/events/823817496728359/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZavKa8YfapesXToFfNFcRlfSGkfv19YxKbGv0T61yl9O5QMQLkz58MawX0UMDvzMeJH2ISf2mTAMuQu83UPgi1NVfDJYPgFgDgGTZBzLuw9TzseXL0Wqv0t8u37k6uxTYhpvBZ39HpfzsdW5JqeND6JnPWgccYgZENCqQCTyc_hxp84pZE9-cn33mIrNARqVilHrAwFQysDYTYpk1EYnOez&__tn__=H-R
facebook_event,753658394506735,2,https://www.facebook.com/events/753658394506735/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYpi_F5SVZmJEpYQ1a4UW1XIA9DAdtAmTQ_N2677we0GB_0ktVCP_Hy5VtZxdJFJtmiEBVB5JJTfhGEUTvwKXlUE9MpPPmtEDTk-ZlxpAbpcGxEeF1Qys1-S4a9OfTOpMDrRAB--KfInNdmLLguGScqPOGKDByDGzmhElERLQc5asAqovTU2ROcNOeu4lni-Xj49PZa8H2SswEzMnxQSda5&__tn__=H-R
facebook_page,61574906864542,2,https://www.facebook.com/61574906864542/videos/1206937038153458/?__cft__[0]=AZZ2f8S4F5_srzW0O_IEsSXgBZ3llGiiAz4m5i8iIKgikWygalzdwcdkzLo2jWV0mX1ZoUXqnKkbtiQ0nCaCBr3Jv2lFFpyOcA_RQQPumFQjhze6vhAkp5F9zo6yfRUAonpDcFo9GthDl3jSTKvEMxRxcepty_wfPvxGAFzve0T33ofrao460X1V3kWsEPK5Xhcdnb-sF4uTBmiUco-BDz9K&__tn__=%2B%3FFH-R
facebook_page,thebandmowth,2,https://www.facebook.com/thebandmowth?__cft__[0]=AZbZTvp_-QFCwcpnMnmeO3HRaqkxl72zJx91N81NWKL6V0dYS2BxnONO1kIrX2ueSckYuh9i_7VCrcdhey-O7tPSYRhrIIlmjRAFg3D-y80l2SiBwKRYZVi6PpHFPwasnm_kBzCewWzrL265RKeZjPAc1y_Im_EKQ8uos1nWr5rRRX78OXWEulhC8Uvlu34tAh9LRi6D5KgEY5yNcPpVkwTTLVAjd6OAZYrsq-yXLNZxQw&__cft__[1]=AZbpKghJRfMSGpO0A4u6bV6yXetasjQfxhiyEDV315dUxHlZteU7VSi7lDg1A-1dMB-YQB8ffE9i5H4SNryac0LU5pa04tlfPt5EtfG7jmUOHL6HEMNTNgyF_FHZDhHEzKFZ6pGDnLXhJTOH_ODn3SFso3G4PjKzV48a-LpUh37lZg&__tn__=KH-R
facebook_page,SaltLakeSoundcheck,2,https://www.facebook.com/SaltLakeSoundcheck?__cft__[0]=AZbZTvp_-QFCwcpnMnmeO3HRaqkxl72zJx91N81NWKL6V0dYS2BxnONO1kIrX2ueSckYuh9i_7VCrcdhey-O7tPSYRhrIIlmjRAFg3D-y80l2SiBwKRYZVi6PpHFPwasnm_kBzCewWzrL265RKeZjPAc1y_Im_EKQ8uos1nWr5rRRX78OXWEulhC8Uvlu34tAh9LRi6D5KgEY5yNcPpVkwTTLVAjd6OAZYrsq-yXLNZxQw&__cft__[1]=AZbpKghJRfMSGpO0A4u6bV6yXetasjQfxhiyEDV315dUxHlZteU7VSi7lDg1A-1dMB-YQB8ffE9i5H4SNryac0LU5pa04tlfPt5EtfG7jmUOHL6HEMNTNgyF_FHZDhHEzKFZ6pGDnLXhJTOH_ODn3SFso3G4PjKzV48a-LpUh37lZg&__tn__=KH-R
facebook_group,piperdown,2,https://www.facebook.com/groups/piperdown/?__cft__[0]=AZYlIpzYnrLC1mMJsplV44BqYhefv1IoRQMyJy6r9pbdooQuNGPzT5CevWDRAeTfZ7L9vUyOFVngvOdA0zX1INdbcAz7kcmBR-YmsW4fo6Nj8Y25WsmCGzNs3to2GU737uIH6xMg8scw9ENOS-L0igWGX__I91ebYQacLi9Pvmw8t0DO-LSglmsnphT1yj297D-26OgKYskpihmTcW_SNmzE&__tn__=-UK-R
facebook_page,melsoul09,2,https://www.facebook.com/melsoul09?__cft__[0]=AZYJjeqzm6WIvyxpWF17wu3YB7cP5E0268eGouyn1SijXbDU4T-3FTu0slqBtcIXMivy1u0t6XRD21mLxMqL7m-D5iBJJJWvpjUsjKIqvVcQZwF47Watv8nDxPYug9AHTCaBQNdTIDzg3nEt73AJcAmaD3qyCwQFFTCxx0Up3Lx40ZuaS435uS1Ttkv6L9RwDZ1BvNUi6J4SV2Em1HyzkysU3sTJs5KnBhvR5rKmJVZ6MA&__tn__=-UC%2CP-y-R
facebook_page,mrcrowleysozzyexperience,2,https://www.facebook.com/mrcrowleysozzyexperience?__cft__[0]=AZb7gCZJ625U5KCbQlbjbeNayW0tG4PY_NXOU-TBV0DOJDSd2TWpbz2R7fmSG7JJod0dU2nYl7YNiu_o8rbc6Sn6VJ1uJmiICobwE-qDF-C4nzpYzcd9uzPfKwphF_JwEm1Le2018PBuF837_4IiCp9NG2IFCroNJ4eBPG1eH31WIkyoFuZ9x-JlINJ_THK87p94_XaGpv4lxl8q5Wk9kfpeWv6tuFRmOpqGO9ufPRWyfg&__tn__=-UC%2CP-y-R
facebook_event,1401420981329796,1,https://www.facebook.com/events/1401420981329796/?__cft__[0]=AZbduLdAUG3KhhCEvsxsH94En5nk8xbspffMkAO2Y-Obe-35SpMWeaM1DM-IOXMCvVVOS-5R9RgtiBZO3_615TiLxRRAli8w6zZ8kOUcFAK_0G2UH4s9AhF-5kT8dHXwJApCls9I1xYnx3NuuBht7hNgVlQi1Q_W2Z1Z92FoI6yGYQkRozmzl8SiUax2iyYlsMCa-Fg2D2DBJ-do8UZNqrVV&__tn__=-UK-R
facebook_event,2821581458233472,1,https://www.facebook.com/events/2821581458233472/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbFatgtFdvxYus-9BRNIerlWnEAZJxJ7pDaJfDdWjzcFF3fYTP_Eo0RGWZu0082J_VF0Guz2Y0axdoQxCPi2j-2IcVjXx9By2wHFRjo6W_uKTeKGq_eJrEVdwXAH2a1gVG2rDtROYIfVYhuhZBdJlyMjx3YdVsuJqKACqiLFQHVF4c_uMuS-TiVWzKUuyf6mluvm7Hu8BQEVPFhKjv7wUA7&__tn__=H-R
facebook_page,kelvin.mafu,1,https://www.facebook.com/kelvin.mafu?__cft__[0]=AZYkXE4UhDD28TYyklkIEOPIisf-BRbADJKBvJl-lDg1N2xOQiU7tN-YyKOJgbuNnlXXI6-FcWaErlBEwh_xZIqzdlDuX72mLfex0F3nX4IZuKIK6r2NyZCf3novQna4wf8V7wN1uZ-ohyZuiaEecseG3YZX-Fr7nZ37Iw__pegj_KAItNQKzaNIg6Wbmpcu8U2SpkssYK4GDUAude9DVOM5BMa62gzs368a9-LCGpTgwQ&__tn__=-UC%2CP-y-R
facebook_page,100045879097811,1,https://www.facebook.com/100045879097811/videos/pcb.3818259518306805/1407893077530734?__cft__[0]=AZbfTiM6b7I41aJ4KyZiw2yz6FTsZod79Gkbtr7MtbSK3d8s2NsLARipahPsjov3p6aSt7YU-IFIjEx-5O3w6iU9WNDepoZBYbkWmps2mYw3V-UPyD44Z8_b6E5dqR1kgs7Dug919eoJaJjD3kXzXezjZylwAj92bU7EyRpzNhLNOoL9mi0Mk4i4N-TU-FjpojoHjIrWHav9PSlQ0jItM4It&__tn__=*b2H-R
facebook_event,1508013800303932,1,https://www.facebook.com/events/1508013800303932/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZb67zN6RsF9sxhQ5uUwrHpigqC2Vispklc9YlmS-JwGOMtLrYHhXtDopmaj0NDr1XcdN7_ZwCmDXidI3cHW8P_AJt_1ESq2oFCvCnsQUbMGkbYgIinzUrmLbGzSGvY8I6ZJcmpGlSzcea94ZkpuPWb3f8FzrswzyGG1tcp50qaVWE3044J0TOyq8e_9CZRofAA249nFtfpr6MHHvP33JjcS&__tn__=H-R
facebook_page,KielTurnbull,1,https://www.facebook.com/KielTurnbull/videos/1125639209485733/?idorvanity=734642463335208&__cft__[0]=AZaCzoB6arDcMjYvCdtJOAd3hCKoBniAMzoW8eEJ2ysK1toNGxB2sw69_wzBTgX_YsCu6a1MkhQtde9atEefuSac_DVhQ_qFm55S5sbUwHpKuzMNuWFmRzHlWMnJlN6N9rbUPyebY1oL7BllRKP0D5x4L0-drluPswqn7PRflAQrv3V-oUH5nuGUW_Zp866Bwb9aS826UMDCXyKBGI_2Vb7Q&__tn__=%2B%3FFH-R
facebook_profile_id,100085038191007,1,https://www.facebook.com/profile.php?id=100085038191007&__cft__[0]=AZb2IXudzli2d7yzc77PEU3FE0c_p4tVkqn1B9J7gzRxbcO0kM8MrYBMvv53AYYt503TRhfUzmySguLIg6LTSZ2LF51FzzLG0eGSnH1nBdj4gNavT1DpsVe6PiJ7dYHmBOZi8a_B7OUl_FZfxreHyEtuhcsDLbrZPlTUnyagzFRWMpxUkDyNPMu5pAc-BK6F9JgoZY6M-n4K_oY0DXNZrx1HiRFa4qOpi8h5wqzCevplWw&__tn__=-UC%2CP-y-R
facebook_page,Salt-Lake-City-Utah-USA-110545895639698,1,https://www.facebook.com/Salt-Lake-City-Utah-USA-110545895639698/?__cft__[0]=AZbwJL_yvJX1W_KmOjvGCDbyI4Y8xDCyLdPuroovuPAhDIDwHnBq_q3qM087ue0rXYxiuRKMivrcRqvI76TZwwbLOID0PwlplfbKKb4_0LNDLUPWN2MaheZ167bEwdT8rJDIcNNE8uMOjyugVYMbmHq7lw4CwOz4lD1sXSyKzlli8l6gYDUs48S0wBTU58Rzj84fy1CNepd-grnRZxnWE9DId2HsW2cA2YQG7d5IAiUyM8aj2IlSUryFJswUjTc-BRsq-HX6jmElpVy3j8rtCmWY&__tn__=kC%2CP-y-R
social,youtube_video:TmVvpAHKYOQ,1,https://youtu.be/TmVvpAHKYOQ?si=uAl9ykZPpNjoEeqH
facebook_event,1894848881239192,1,https://www.facebook.com/events/1894848881239192/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYW1-nizsp1CzUkOVsnmNWYNcg37kuzjhd0-b51fWi0UkwBV6w-SDQ8lw5cRZT819lkyaj8pyRRdrdz0uzmgz6YWstbKtw6Ma4lSQpENXo1fM3mhUYlvJ9MlJSZm-cGaFarcgRMG7bqFt8A4aPHT4tEkRL59yXTYCiZjhZxeWWLBawT6uYTeQQ9LS_HbknVRdwubgGFObLns83jHNBmAWc8&__tn__=H-R
facebook_event,s,1,https://facebook.com/events/s/vote-udx/2033824427381194/
facebook_page,fattghiphop,1,https://www.facebook.com/fattghiphop?__cft__[0]=AZaN58YoB3Lo9x0kBCSZF0JXNl4coIeBpCXSyGSIiEuZVNV2GAtp2ZwSptdF-CCeXctO_XddsVaH4HBFO9Nkw6ICpjUQ5VDstqs7Lefjyt1bWrRJndfTJXxhTZpa0t9bBZDA69S9JNHQ8zbp6VcVkHj8YYfb3oHDzBNZQcdmjC2-IJB1wiI2suThJmgQJdRu85UaPoUsFwjPh_UKlC52zo7swi3RtwOVjuhN8OrJDJrSAg&__tn__=-UC%2CP-y-R
social,instagram:grooveprintsby,1,https://www.instagram.com/grooveprintsby
social,instagram:grooveprintsbyjenny...,1,https://www.instagram.com/grooveprintsbyjenny...
facebook_event,2071842963353224,1,https://www.facebook.com/events/2071842963353224/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZahAziwhWFfdU2zrPfgBkzju9xxF0nvcbj7qPw7th9c3ZxUBezP09Hr8ZQLaZEcsfvNcZVeWDQwA5YLvrnYBWp6zq1Ou7gG-8DQ98WynHqigxV3UpWBK8qAcJfbL7O5hrfcA2kj8gVypQDl96JoOsaCPBF5xl5-RXykPgPYIMPyC-mhl5jXo639B_zJo21IYkoJA_NpdiiSACAG6kWOG5Gx&__tn__=H-R
facebook_page,GoldrushFestAZ,1,https://www.facebook.com/GoldrushFestAZ?__cft__[0]=AZbi4XUnGd_MScnDOWsv16ChYRSsabVsUCA0Q06sjZCgjhRXNWNG4pSSCQL0bpSwqHoHaCvrtnOz0UpGX5kBvpqATtqmtR5t_iTjIcuX6wdcl2Xc9y4dQxyn8KJaju9EGIjzHiAd3qgC4jnQ0g11Rlez1b96WMfpY3cQXP7cgNRlqKnQOWVancW4cPxheW8JJTPo-o6KXNstkp3k7KRCIJFMMjmLVqPo3VeCfb6AKhWlSA&__cft__[1]=AZbpBVIYK2dOQiOQmxVT2PUhqdSS1WVCt-lAJQ1OUnf_le88HbhFkVKzODR1y_JwdLn4l0ODTVg2tkJ6hPGHPbbQjhzAdMGpGAzu1j85_9UfIyz9nckVXrzFTCkeThWZOfhU8SIBpFIupqNQWNoHSb-mbci02aILHgFpE8axYaa-vmxF9DSrOP3iITTaxMx7YVpg0sw77wcIlDeIe8HQpeD1&__tn__=KH-R
facebook_page,tommy.melonas,1,https://www.facebook.com/tommy.melonas?__cft__[0]=AZYV7nzKvkJavR9bmy5dyFXezD_epLxUqa5uKSqH6kVcYB5PxJeb7zlOEYU5-s88p8MkeR0YrTh4YuQb3ld1t8uYFYxnTJdFHlq2MXGdFwrafUvghrhRtCrFSZgzxcAiAngcxuVVFIxIXxwTc47wWsmtlFaocDZAmAghBL_O4Gt87pzNvZlJvjsXAsjB9CYQInh4d7SkxIphQUF1e92TtLRbCK7sacfCEKFKhAw1hEM7hSAPRudvQA5yiWYqi5NdRWsa9BC5oYNIFMKYTabNl-qh&__tn__=-UC%2CP-y-R
facebook_page,St-George-Utah-112817172065857,1,https://www.facebook.com/St-George-Utah-112817172065857/?__cft__[0]=AZbElzbKuH6iqWQon0Fhd1o9zd2U5acuaPeyEex0Xf_VUcsNK1d-wEUluHgkGj2NCS-q1Xsutr53soDWVxDoxvUk-VCJ-t1-xOSEMWHGIr26GT0Ji8hLfgTmQREUcEyILGl0HcEUH7CRS82G8Z6iPQJN2pM9H4-xQ2nxK_WtiBx4C3cNCSM_O_aoLebXl0SIYAfxhiycy23VXCYpQDfPOgzLJckkQFNdcWdR0T7_VpMXLInblbPA9a-Pf6d6wIzx4tNqGjwBugaMV2zrYy8rvDle&__tn__=kC%2CP-y-R
facebook_event,1494226531872680,1,https://www.facebook.com/events/1494226531872680/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaYMoNiGIEzOwV83sgnZbE-Zc9mWngTWOhFkYgutefgs_xLbL3xSB1_kARu4RY_mrKg0YqThrqOrba37yqmwh2RElwuUsQ4WjNJogF-0afGRHRiZ_kDga5iL3OLxMUxNAeDRzBQgL5l9NAVSJSvjnZmYRYtMfCq88FcciVlAYZcegLHHv00zMt5lSwXaJDzVTNPujcUvjuenCBpN4BVLXGq&__tn__=H-R
facebook_profile_id,61583864477900,1,https://www.facebook.com/profile.php?id=61583864477900&__cft__[0]=AZa_G7EU8FconMh9ALhU6PFk13Gzmfgjm2I3EaDZBkS1Ee4UUBgPmY6Kvw8C5PKn51zN4g0fJpr-hGTOdLlpDjjKOdtlFS1EF7WbTxfzHzeRxQPPRJeN3PLT2DsgzC02F2NKpgFvRKlPHGZPkWel1THVs8YMzAPYMQPoqfSWFwjShVAGCKx4wv7BV5tcAlDzOvaZBQo0ggOt_STBOuUCA4m6gAlPzo3Xgam-9OAYb4ypXA&__tn__=-UC%2CP-y-R
facebook_event,1887905871837395,1,https://www.facebook.com/events/1887905871837395/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbvZz-51u6GSY0iTznk6tQQtY53wnNd4EoQMe_iRoK-Go0W6V107p_9AsTATccXLSbFwXyNmX4233AFyL9OMA4sMLnGwSzKHEPsOqFbLyGtleLE4w-IFQuQjuYMZZ77QspIZQLGLs3zzKD5ukmPc5zHBq27LJsk1EN6W_u2HjwdR_wp0SOgjdW5BPTfGOPAb10z1RWJGQTxxDONY-VK03Ag&__tn__=H-R
facebook_page,TimpanogosArtsFoundation,1,https://www.facebook.com/TimpanogosArtsFoundation?__cft__[0]=AZYQAUM_iJeFaPU7zCGhmIhrBTOChSZnt22-XizDTk8ks5LYosyf3lDl9ZaRlpMnVISDbrz-vUhPiOCvjm9LqOyfzk5Bf1-68OpEZkZAvdwaDEvJxepOdqYxsUYeyBHKD-MDScnuegjRmgpYDA_eKmwnkVblkv7VSOkNcqdsklGR8b7YK2IrH2-heECpWmFk8xV8YAeMCth-zSmhDKqsLPy1i2dn4NLsjAtPyZ5zC-HDxJumGwV4GFcGFYh0FT64NDwLl7kWcqMTLAlM3SO9vnEg&__tn__=-UC%2CP-y-R
facebook_event,1346332727229314,1,https://www.facebook.com/events/1346332727229314/?__cft__[0]=AZYQAUM_iJeFaPU7zCGhmIhrBTOChSZnt22-XizDTk8ks5LYosyf3lDl9ZaRlpMnVISDbrz-vUhPiOCvjm9LqOyfzk5Bf1-68OpEZkZAvdwaDEvJxepOdqYxsUYeyBHKD-MDScnuegjRmgpYDA_eKmwnkVblkv7VSOkNcqdsklGR8b7YK2IrH2-heECpWmFk8xV8YAeMCth-zSmhDKqsLPy1i2dn4NLsjAtPyZ5zC-HDxJumGwV4GFcGFYh0FT64NDwLl7kWcqMTLAlM3SO9vnEg&__tn__=-UC%2CP-y-R
